"DOT_category","dot_title_norm","SOC","soc_title_norm"
"579","board machine set up operator","51-9199.00","production workers all other"
"579","calciner gypsum","51-9021.00","crushing grinding and polishing machine setters operators and tenders"
"579","cupola operator insulation","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"579","knife operator","51-9032.00","cutting and slicing machine setters operators and tenders"
"579","clay structure builder and servicer","49-9045.00","refractory materials repairers except brickmasons"
"579","laborer concrete mixing plant","53-7062.00","laborers and freight stock and material movers hand"
"579","laborer general","51-9198.00","helpers production workers"
"579","mixer wet pour","51-9023.00","mixing and blending machine setters operators and tenders"
"579","concrete vault maker","51-9195.00","molders shapers and casters except metal and plastic"
"579","cutter","51-9031.00","cutters and trimmers hand"
"579","glass cleaning machine tender","51-9192.00","cleaning washing and metal pickling equipment operators and tenders"
"579","glass wool blanket machine feeder","51-9191.00","adhesive bonding machine operators and tenders"
"579","mica plate layer","51-9041.00","extruding forming pressing and compacting machine setters operators and tenders"
"579","packer insulation","51-9111.00","packaging and filling machine operators and tenders"
"579","rouge sifter and miller","51-9012.00","separating filtering clarifying precipitating and still machine setters operators and tenders"
"579","silo tender","53-7011.00","conveyor operators and tenders"
"579","mat packer","53-7063.00","machine feeders and offbearers"
"580","fixer boarding room","51-6099.00","textile apparel and furnishings workers all other"
"580","calendering machine operator","51-9161.00","computer numerically controlled tool operators"
"580","calendering machine operator","51-9162.00","computer numerically controlled tool programmers"
"580","calendering machine operator","51-9199.00","production workers all other"
"580","cloth drier","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"580","hooking machine operator","51-6064.00","textile winding twisting and drawing out machine setters operators and tenders"
"580","molder","51-6021.00","pressers textile garment and related materials"
"580","oriental rug stretcher","51-9198.00","helpers production workers"
"581","carbonizer","51-9161.00","computer numerically controlled tool operators"
"581","carbonizer","51-9162.00","computer numerically controlled tool programmers"
"581","carbonizer","51-9199.00","production workers all other"
"581","heat curer","53-7063.00","machine feeders and offbearers"
"581","drier","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"581","winding rack operator","51-6064.00","textile winding twisting and drawing out machine setters operators and tenders"
"581","burlap spreader","51-9198.00","helpers production workers"
"582","supervisor glazing department","51-1011.00","first line supervisors of production and operating workers"
"582","color matcher","51-9061.00","inspectors testers sorters samplers and weighers"
"582","panelboard operator","51-6061.00","textile bleaching and dyeing machine operators and tenders"
"582","dye lab technician","19-4031.00","chemical technicians"
"582","colorer hides and skins","51-9161.00","computer numerically controlled tool operators"
"582","colorer hides and skins","51-9162.00","computer numerically controlled tool programmers"
"582","colorer hides and skins","51-9199.00","production workers all other"
"582","sizing machine and drier operator","51-9124.00","coating painting and spraying machine setters operators and tenders"
"582","spot cleaner","51-6011.00","laundry and dry cleaning workers"
"582","hair boiler operator","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"582","dye house worker","53-7063.00","machine feeders and offbearers"
"582","dye reel operator helper","51-9198.00","helpers production workers"
"583","supervisor pressing department","51-1011.00","first line supervisors of production and operating workers"
"583","calender machine operator","51-6021.00","pressers textile garment and related materials"
"583","coating and embossing unit operator","51-9124.00","coating painting and spraying machine setters operators and tenders"
"583","pleater hand","51-9161.00","computer numerically controlled tool operators"
"583","pleater hand","51-9162.00","computer numerically controlled tool programmers"
"583","pleater hand","51-9199.00","production workers all other"
"583","trimming machine operator","51-6064.00","textile winding twisting and drawing out machine setters operators and tenders"
"583","fusing machine feeder","53-7063.00","machine feeders and offbearers"
"583","press hand","51-9198.00","helpers production workers"
"584","coating machine operator i","51-9124.00","coating painting and spraying machine setters operators and tenders"
"584","quilting machine operator","51-9161.00","computer numerically controlled tool operators"
"584","quilting machine operator","51-9162.00","computer numerically controlled tool programmers"
"584","quilting machine operator","51-9199.00","production workers all other"
"584","glue spreading machine operator","51-9191.00","adhesive bonding machine operators and tenders"
"584","latexer","51-9123.00","painting coating and decorating workers"
"584","yarn mercerizer operator helper","51-9198.00","helpers production workers"
