applicant_id,DOT_category,job_norm,predicted_SOC,predicted_SOC_title,similarity_score,method,alt1_SOC,alt1_SOC_title,alt1_score,alt2_SOC,alt2_SOC_title,alt2_score,alt3_SOC,alt3_SOC_title,alt3_score
271539,19.0,assistant engineer i,39-4012.00,crematory operators,0.23237423598766327,global_similarity,39-4012.00,crematory operators,0.23237423598766327,11-9199.00,managers all other,0.22420135140419006,29-2052.00,pharmacy technicians,0.21886330842971802
271580,160.0,sr manager finance co pilot,51-9198.00,helpers production workers,0.32603538036346436,global_similarity,51-9198.00,helpers production workers,0.32603538036346436,19-4044.00,hydrologic technicians,0.3093969523906708,53-2012.00,commercial pilots,0.29495975375175476
271634,79.0,senior manager data management,11-3021.00,computer and information systems managers,0.792052149772644,global_similarity,11-3021.00,computer and information systems managers,0.792052149772644,15-1221.00,computer and information research scientists,0.2789812386035919,15-1299.02,geographic information systems technologists and technicians,0.21966958045959473
271666,30.0,strategy implementation lead,51-1011.00,first line supervisors of production and operating workers,0.3443385362625122,global_similarity,51-1011.00,first line supervisors of production and operating workers,0.3443385362625122,51-4199.00,metal workers and plastic workers all other,0.34353992342948914,51-4121.00,welders cutters solderers and brazers,0.2968851625919342
271711,161.0,program manaager,27-2012.00,producers and directors,0.324269562959671,global_similarity,27-2012.00,producers and directors,0.324269562959671,27-2012.00,producers and directors,0.3217867612838745,11-1011.00,chief executives,0.31730887293815613
271732,30.0,wms software project engineer,15-1252.00,software developers,0.46070441603660583,global_similarity,15-1252.00,software developers,0.46070441603660583,11-9041.00,architectural and engineering managers,0.4421602785587311,15-1253.00,software quality assurance analysts and testers,0.36220499873161316
271767,30.0,developer associate consultant,25-4012.00,curators,0.29230889678001404,global_similarity,25-4012.00,curators,0.29230889678001404,51-9199.00,production workers all other,0.2391940951347351,51-9161.00,computer numerically controlled tool operators,0.22784020006656647
271844,19.0,sr database engineer,15-1242.00,database administrators,0.29967445135116577,global_similarity,15-1242.00,database administrators,0.29967445135116577,15-1243.00,database architects,0.2973455488681793,53-5031.00,ship engineers,0.16686002910137177
271915,109.0,data scientist,15-2051.00,data scientists,0.2572735548019409,global_similarity,15-2051.00,data scientists,0.2572735548019409,15-1211.00,computer systems analysts,0.24606378376483917,19-1011.00,animal scientists,0.24386312067508698
271919,30.0,operations engineering program manger,17-3021.00,aerospace engineering and operations technologists and technicians,0.22356051206588745,global_similarity,17-3021.00,aerospace engineering and operations technologists and technicians,0.22356051206588745,17-3029.00,engineering technologists and technicians except drafters all other,0.21479851007461548,17-3021.00,aerospace engineering and operations technologists and technicians,0.21473261713981628
271934,39.0,cybersecurity analyst,11-1011.00,chief executives,0.32125943899154663,global_similarity,11-1011.00,chief executives,0.32125943899154663,19-4012.00,agricultural technicians,0.3093253970146179,17-2081.00,environmental engineers,0.28060904145240784
271939,7.0,microfluidics engineer,53-5031.00,ship engineers,0.3181336522102356,global_similarity,53-5031.00,ship engineers,0.3181336522102356,51-4041.00,machinists,0.2930312752723694,51-9198.00,helpers production workers,0.28506025671958923
271956,30.0,senior data scientist,15-2051.00,data scientists,0.24343916773796082,global_similarity,15-2051.00,data scientists,0.24343916773796082,15-1211.00,computer systems analysts,0.2328321784734726,19-1011.00,animal scientists,0.23074983060359955
272014,30.0,mechanical engineer,17-2141.00,mechanical engineers,0.717542827129364,global_similarity,17-2141.00,mechanical engineers,0.717542827129364,17-3027.00,mechanical engineering technologists and technicians,0.6059089303016663,17-2199.08,robotics engineers,0.5845538377761841
272033,22.0,senior associate scientist,25-4012.00,curators,0.277268648147583,global_similarity,25-4012.00,curators,0.277268648147583,15-1211.00,computer systems analysts,0.20323500037193298,19-1011.00,animal scientists,0.20141735672950745
272035,161.0,corporate strategy manager,11-9199.00,managers all other,0.29278913140296936,global_similarity,11-9199.00,managers all other,0.29278913140296936,11-9199.00,managers all other,0.2853487730026245,11-9199.00,managers all other,0.2803080081939697
272037,20.0,senior program manager recommended installer program,11-1011.00,chief executives,0.31073513627052307,global_similarity,11-1011.00,chief executives,0.31073513627052307,11-9199.02,compliance managers,0.2998460829257965,27-2012.00,producers and directors,0.2555955648422241
272045,30.0,architect,17-1012.00,landscape architects,0.32705721259117126,global_similarity,17-1012.00,landscape architects,0.32705721259117126,17-1011.00,architects except landscape and naval,0.31904464960098267,17-2121.00,marine engineers and naval architects,0.2818155288696289
272150,30.0,consultant,13-1199.00,business operations specialists all other,0.3635527789592743,global_similarity,13-1199.00,business operations specialists all other,0.3635527789592743,13-1082.00,project management specialists,0.34707003831863403,13-1199.00,business operations specialists all other,0.31522509455680847
272152,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
272155,199.0,research associate,25-4012.00,curators,0.7540484666824341,global_similarity,25-4012.00,curators,0.7540484666824341,11-9121.01,clinical research coordinators,0.21130448579788208,13-1161.00,market research analysts and marketing specialists,0.20367278158664703
272239,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
272302,39.0,senior consultant,13-1199.00,business operations specialists all other,0.2397923767566681,global_similarity,13-1199.00,business operations specialists all other,0.2397923767566681,13-1071.00,human resources specialists,0.22939862310886383,13-1082.00,project management specialists,0.22892068326473236
272324,39.0,software engineer storage,15-1252.00,software developers,0.6455637812614441,global_similarity,15-1252.00,software developers,0.6455637812614441,15-1253.00,software quality assurance analysts and testers,0.5075410604476929,15-1221.00,computer and information research scientists,0.43080469965934753
272393,30.0,sdet software development engr in test,15-1252.00,software developers,0.37117433547973633,global_similarity,15-1252.00,software developers,0.37117433547973633,15-1253.00,software quality assurance analysts and testers,0.2918166220188141,51-4041.00,machinists,0.19345295429229736
272433,39.0,team lead business analysis,51-2092.00,team assemblers,0.23981139063835144,global_similarity,51-2092.00,team assemblers,0.23981139063835144,51-2092.00,team assemblers,0.21015779674053192,25-1011.00,business teachers postsecondary,0.20622418820858002
272451,169.0,senior analyst analytics,13-1071.00,human resources specialists,0.2440912276506424,global_similarity,13-1071.00,human resources specialists,0.2440912276506424,43-1011.00,first line supervisors of office and administrative support workers,0.23805923759937286,17-3023.00,electrical and electronic engineering technologists and technicians,0.22701014578342438
272505,12.0,systems engineer,15-1299.08,computer systems engineers architects,0.33204296231269836,global_similarity,15-1299.08,computer systems engineers architects,0.33204296231269836,17-2199.11,solar energy systems engineers,0.26570993661880493,15-1211.00,computer systems analysts,0.24178069829940796
272554,41.0,research associate platform development,25-4012.00,curators,0.5879960656166077,global_similarity,25-4012.00,curators,0.5879960656166077,11-9121.01,clinical research coordinators,0.25401702523231506,41-2031.00,retail salespersons,0.22178328037261963
272557,30.0,devops engineer,53-5031.00,ship engineers,0.3181336522102356,global_similarity,53-5031.00,ship engineers,0.3181336522102356,51-4041.00,machinists,0.2930312752723694,51-9198.00,helpers production workers,0.28506025671958923
272631,49.0,clinical research specialist,11-9121.01,clinical research coordinators,0.5296556949615479,global_similarity,11-9121.01,clinical research coordinators,0.5296556949615479,13-1161.00,market research analysts and marketing specialists,0.19272714853286743,15-2031.00,operations research analysts,0.18923917412757874
272673,30.0,machine learning computer vision engineer,15-2041.00,statisticians,0.21029235422611237,global_similarity,15-2041.00,statisticians,0.21029235422611237,15-2041.01,biostatisticians,0.20517213642597198,15-1211.00,computer systems analysts,0.19138963520526886
